Year,Metric,Dimension,Category,Status,Source, Mean , SD , p10 , p25 , p50 , p75 , p90 , N 
2019,GVA per worker,6. Region,Eastern,Non-Exporter,ABS-TiG," 40,500 "," 88,000 ", -   ," 9,500 "," 24,000 "," 51,000 "," 104,000 "," 228,000 "
2020,GVA per worker,6. Region,Eastern,Non-Exporter,ABS-TiG," 35,500 "," 52,500 ", 500 ," 9,500 "," 21,500 "," 42,000 "," 88,500 "," 213,600 "
2021,GVA per worker,6. Region,Eastern,Non-Exporter,ABS-TiG," 41,000 "," 71,000 "," 2,000 "," 11,500 "," 28,500 "," 55,000 "," 90,000 "," 207,050 "
2022,GVA per worker,6. Region,Eastern,Non-Exporter,ABS-TiG," 48,500 "," 77,000 "," 5,500 "," 14,500 "," 32,500 "," 57,500 "," 99,000 "," 211,350 "
2005,GVA per worker,6. Region,London,Exporter,ABS-TiG," 112,500 "," 534,000 "," 7,500 "," 29,000 "," 64,000 "," 127,500 "," 229,500 "," 31,100 "
2006,GVA per worker,6. Region,London,Exporter,ABS-TiG," 96,000 "," 421,500 "," 8,000 "," 28,500 "," 56,000 "," 121,000 "," 219,000 "," 31,950 "
2007,GVA per worker,6. Region,London,Exporter,ABS-TiG," 114,500 "," 858,000 "," 4,500 "," 33,000 "," 72,500 "," 129,500 "," 211,500 "," 35,150 "
2008,GVA per worker,6. Region,London,Exporter,ABS-TiG," 109,000 "," 706,000 "," 6,000 "," 31,000 "," 72,500 "," 135,000 "," 224,500 "," 36,700 "
2009,GVA per worker,6. Region,London,Exporter,ABS-TiG," 86,000 "," 346,000 "," 1,500 "," 25,500 "," 54,500 "," 104,500 "," 192,000 "," 38,600 "
2010,GVA per worker,6. Region,London,Exporter,ABS-TiG," 98,500 "," 585,500 "," 3,500 "," 22,500 "," 62,500 "," 120,000 "," 207,500 "," 36,850 "
2011,GVA per worker,6. Region,London,Exporter,ABS-TiG," 101,000 "," 692,000 "," 12,000 "," 35,500 "," 66,500 "," 119,000 "," 196,500 "," 38,300 "
2012,GVA per worker,6. Region,London,Exporter,ABS-TiG," 93,500 "," 269,500 "," 6,500 "," 26,000 "," 61,500 "," 113,500 "," 204,500 "," 45,050 "
2013,GVA per worker,6. Region,London,Exporter,ABS-TiG," 96,500 "," 230,000 "," 8,500 "," 28,000 "," 63,000 "," 122,000 "," 223,500 "," 50,400 "
2014,GVA per worker,6. Region,London,Exporter,ABS-TiG," 103,000 "," 143,000 "," 8,000 "," 30,000 "," 66,500 "," 129,000 "," 225,500 "," 49,850 "
2015,GVA per worker,6. Region,London,Exporter,ABS-TiG," 108,500 "," 577,500 "," 6,500 "," 31,000 "," 67,000 "," 116,500 "," 210,500 "," 46,300 "
2016,GVA per worker,6. Region,London,Exporter,ABS-TiG," 76,000 "," 248,500 "," 2,500 "," 15,000 "," 52,500 "," 104,000 "," 164,500 "," 47,400 "
2017,GVA per worker,6. Region,London,Exporter,ABS-TiG," 100,500 "," 593,000 "," 12,500 "," 34,000 "," 56,000 "," 116,000 "," 242,500 "," 52,900 "
2018,GVA per worker,6. Region,London,Exporter,ABS-TiG," 91,000 "," 1,924,000 "," 7,500 "," 28,500 "," 59,500 "," 122,000 "," 163,000 "," 54,850 "
2019,GVA per worker,6. Region,London,Exporter,ABS-TiG," 102,000 "," 237,500 "," 6,000 "," 28,000 "," 59,000 "," 101,500 "," 181,500 "," 55,350 "
2020,GVA per worker,6. Region,London,Exporter,ABS-TiG," 64,000 "," 226,000 "," 8,500 "," 21,500 "," 47,500 "," 86,000 "," 156,000 "," 57,800 "
2021,GVA per worker,6. Region,London,Exporter,ABS-TiG," 94,500 "," 757,500 "," 3,000 "," 26,000 "," 52,000 "," 117,000 "," 186,000 "," 69,700 "
2022,GVA per worker,6. Region,London,Exporter,ABS-TiG," 96,000 "," 135,500 "," 11,000 "," 32,000 "," 75,500 "," 135,500 "," 208,500 "," 65,800 "
2005,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 68,000 "," 293,000 "," 2,000 "," 15,500 "," 39,000 "," 79,000 "," 142,000 "," 214,750 "
2006,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 67,500 "," 144,000 "," 2,500 "," 17,000 "," 42,000 "," 88,500 "," 158,500 "," 195,150 "
2007,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 71,500 "," 119,500 "," 2,500 "," 18,000 "," 46,000 "," 91,500 "," 160,000 "," 201,500 "
2008,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 64,000 "," 133,000 ", 500 ," 18,000 "," 44,000 "," 85,500 "," 146,000 "," 233,100 "
2009,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 64,500 "," 973,500 "," 1,500 "," 13,500 "," 38,500 "," 77,000 "," 138,000 "," 234,350 "
2010,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 60,000 "," 124,000 "," 1,000 "," 14,000 "," 38,000 "," 78,000 "," 142,000 "," 223,150 "
2011,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 61,500 "," 184,500 "," 1,500 "," 14,000 "," 39,500 "," 80,000 "," 140,000 "," 247,650 "
2012,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 59,000 "," 119,500 "," 2,000 "," 15,000 "," 38,500 "," 77,000 "," 126,500 "," 250,500 "
2013,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 63,500 "," 102,000 "," 3,000 "," 15,500 "," 40,000 "," 79,000 "," 138,000 "," 264,550 "
2014,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 64,500 "," 99,500 "," 3,500 "," 15,500 "," 39,500 "," 83,500 "," 145,000 "," 293,200 "
2015,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 63,000 "," 211,000 "," 4,000 "," 16,000 "," 41,000 "," 79,500 "," 142,000 "," 291,050 "
2016,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 60,000 "," 144,500 "," 4,000 "," 16,000 "," 39,500 "," 71,000 "," 133,000 "," 336,900 "
2017,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 52,500 "," 68,500 "," 4,500 "," 14,000 "," 36,000 "," 72,500 "," 111,000 "," 360,250 "
2018,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 56,500 "," 284,000 "," 4,500 "," 15,500 "," 35,000 "," 70,000 "," 134,000 "," 322,350 "
2019,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 51,500 "," 259,500 "," 2,500 "," 14,500 "," 33,000 "," 65,500 "," 115,000 "," 304,950 "
2020,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 47,500 "," 109,500 "," 1,500 "," 11,500 "," 29,000 "," 64,500 "," 113,500 "," 301,700 "
2021,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 51,500 "," 307,500 ", -   ," 9,500 "," 25,500 "," 55,000 "," 103,500 "," 329,250 "
2022,GVA per worker,6. Region,London,Non-Exporter,ABS-TiG," 45,500 "," 93,000 "," 1,500 "," 10,000 "," 28,000 "," 57,000 "," 103,000 "," 307,250 "
2005,GVA per worker,6. Region,North East,Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2006,GVA per worker,6. Region,North East,Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2007,GVA per worker,6. Region,North East,Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 140,500 "," 3,653,500 "," 9,000 "," 30,500 "," 52,500 "," 96,000 "," 132,000 "," 3,100 "
2009,GVA per worker,6. Region,North East,Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2010,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 120,000 "," 2,758,500 ", [c] ," 21,500 "," 45,500 "," 98,500 ", [c] ," 2,600 "
2011,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 106,500 "," 1,805,000 ", [c] ," 32,000 "," 57,000 "," 96,500 ", [c] ," 3,250 "
2012,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 86,500 "," 1,332,000 ", [c] ," 23,000 "," 47,500 "," 69,000 ", [c] ," 2,850 "
2013,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 49,000 "," 185,500 ", [c] ," 18,000 "," 29,000 "," 56,000 ", [c] ," 3,500 "
2014,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 83,500 "," 328,000 ", [c] ," 30,000 "," 53,000 "," 97,500 ", [c] ," 3,450 "
2015,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 74,000 "," 278,000 ", [c] ," 24,000 "," 50,500 "," 99,000 ", [c] ," 3,350 "
2016,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 70,000 "," 391,000 "," 23,000 "," 38,500 "," 54,000 "," 60,500 "," 109,000 "," 2,300 "
2017,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 57,500 "," 80,500 "," 4,500 "," 21,000 "," 36,500 "," 72,000 "," 116,500 "," 2,450 "
2018,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 69,500 "," 354,500 "," 16,000 "," 31,500 "," 53,500 "," 72,500 "," 114,000 "," 3,200 "
2019,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 146,000 "," 294,000 ","-48,500 "," 9,500 "," 49,500 "," 129,500 "," 764,500 "," 3,450 "
2020,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 114,500 "," 1,831,500 "," 4,000 "," 37,000 "," 97,000 "," 97,000 "," 112,000 "," 2,900 "
2021,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 93,000 "," 1,686,000 "," 5,500 "," 25,000 "," 55,500 "," 87,500 "," 143,000 "," 3,750 "
2022,GVA per worker,6. Region,North East,Exporter,ABS-TiG," 56,500 "," 880,000 "," 5,000 "," 14,000 "," 24,000 "," 59,500 "," 100,000 "," 4,300 "
2005,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2006,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2007,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 43,000 "," 100,000 ","-1,500 "," 10,000 "," 27,500 "," 52,500 "," 84,000 "," 41,250 "
2009,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2010,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 41,500 "," 74,000 "," 4,000 "," 12,500 "," 26,500 "," 53,500 "," 99,500 "," 44,000 "
2011,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 44,500 "," 63,000 "," 4,000 "," 13,500 "," 28,000 "," 54,000 "," 93,000 "," 43,100 "
2012,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 43,000 "," 53,000 "," 3,500 "," 12,500 "," 29,000 "," 58,000 "," 94,500 "," 42,300 "
2013,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 49,000 "," 111,000 "," 5,000 "," 12,500 "," 28,000 "," 57,500 "," 100,500 "," 44,600 "
2014,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 47,500 "," 66,000 "," 4,000 "," 13,500 "," 29,500 "," 58,000 "," 100,500 "," 42,000 "
2015,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 43,000 "," 75,000 "," 5,000 "," 12,000 "," 30,000 "," 56,500 "," 93,000 "," 45,350 "
2016,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 43,000 "," 67,500 "," 1,500 "," 8,000 "," 23,500 "," 47,500 "," 111,500 "," 45,900 "
2017,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 36,000 "," 45,500 "," 4,500 "," 13,000 "," 24,500 "," 47,000 "," 71,000 "," 49,900 "
2018,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 32,500 "," 35,000 "," 6,000 "," 13,000 "," 23,500 "," 40,500 "," 69,500 "," 54,650 "
2019,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 60,500 "," 210,500 "," 3,500 "," 12,000 "," 32,000 "," 50,000 "," 89,500 "," 66,850 "
2020,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 25,000 "," 29,000 "," 1,000 "," 5,000 "," 19,500 "," 32,500 "," 59,500 "," 51,150 "
2021,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 31,500 "," 52,000 ","-1,500 "," 7,500 "," 22,000 "," 35,000 "," 63,000 "," 55,350 "
2022,GVA per worker,6. Region,North East,Non-Exporter,ABS-TiG," 48,000 "," 84,500 "," 8,000 "," 18,000 "," 29,000 "," 48,000 "," 85,500 "," 50,800 "
2005,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 67,500 "," 82,000 "," 7,000 "," 22,000 "," 45,000 "," 74,000 "," 174,500 "," 11,800 "
2006,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 69,500 "," 66,000 "," 14,000 "," 33,500 "," 56,000 "," 82,500 "," 141,000 "," 10,000 "
2007,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 93,000 "," 97,500 "," 13,000 "," 31,500 "," 59,000 "," 110,000 "," 267,500 "," 8,900 "
2008,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 72,000 "," 76,500 "," 10,000 "," 26,500 "," 46,500 "," 89,500 "," 164,000 "," 11,600 "
2009,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 60,500 "," 71,500 "," 5,500 "," 18,500 "," 44,000 "," 78,500 "," 128,000 "," 13,600 "
2010,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 73,000 "," 95,500 "," 9,000 "," 26,000 "," 54,000 "," 85,500 "," 157,000 "," 11,500 "
2011,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 75,000 "," 89,500 "," 7,500 "," 27,500 "," 52,500 "," 95,000 "," 160,500 "," 11,450 "
2012,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 67,000 "," 70,500 "," 7,500 "," 25,500 "," 48,500 "," 81,000 "," 146,500 "," 12,700 "
2013,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 81,500 "," 96,000 "," 12,000 "," 30,500 "," 63,000 "," 96,500 "," 156,500 "," 14,150 "
2014,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 81,500 "," 87,000 "," 13,000 "," 30,500 "," 56,500 "," 102,500 "," 183,000 "," 14,350 "
2015,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 77,500 "," 177,500 "," 15,500 "," 31,000 "," 57,000 "," 91,500 "," 149,000 "," 14,450 "
2016,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 56,500 "," 100,500 "," 8,500 "," 21,500 "," 42,500 "," 64,500 "," 110,000 "," 11,900 "
2017,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 81,500 "," 84,500 "," 10,500 "," 33,500 "," 56,500 "," 100,000 "," 191,500 "," 15,900 "
2018,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 74,500 "," 95,500 "," 4,000 "," 22,000 "," 49,000 "," 91,500 "," 178,000 "," 13,400 "
2019,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 60,500 "," 160,000 "," 14,500 "," 28,500 "," 44,500 "," 68,500 "," 150,500 "," 25,950 "
2020,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 70,000 "," 241,500 "," 8,000 "," 23,500 "," 50,500 "," 84,500 "," 134,500 "," 15,250 "
2021,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 77,000 "," 73,000 "," 2,000 "," 28,500 "," 59,000 "," 104,500 "," 162,500 "," 14,600 "
2022,GVA per worker,6. Region,North West,Exporter,ABS-TiG," 68,000 "," 106,500 "," 11,500 "," 21,000 "," 53,500 "," 98,000 "," 158,000 "," 16,900 "
2005,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 50,000 "," 66,000 "," 4,500 "," 15,500 "," 34,000 "," 60,500 "," 114,500 "," 142,500 "
2006,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 51,000 "," 69,000 "," 4,500 "," 16,000 "," 34,500 "," 64,000 "," 113,000 "," 142,900 "
2007,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 49,000 "," 60,000 "," 4,000 "," 16,000 "," 33,500 "," 64,500 "," 111,000 "," 145,800 "
2008,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 45,000 "," 68,000 "," 1,500 "," 12,500 "," 30,000 "," 55,500 "," 98,000 "," 157,950 "
2009,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 42,000 "," 63,500 "," 2,500 "," 12,000 "," 29,500 "," 54,500 "," 91,000 "," 144,850 "
2010,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 42,000 "," 66,500 "," 3,000 "," 12,500 "," 28,500 "," 55,000 "," 92,500 "," 153,100 "
2011,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 43,000 "," 64,500 "," 3,500 "," 12,500 "," 28,500 "," 54,500 "," 98,000 "," 153,700 "
2012,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 47,000 "," 72,500 "," 2,500 "," 13,500 "," 30,500 "," 58,500 "," 100,500 "," 147,950 "
2013,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 50,000 "," 77,000 "," 5,000 "," 14,000 "," 32,500 "," 63,500 "," 105,000 "," 165,750 "
2014,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 48,500 "," 71,500 "," 5,000 "," 14,500 "," 31,500 "," 61,500 "," 105,500 "," 164,700 "
2015,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 49,000 "," 68,000 "," 5,000 "," 15,500 "," 32,000 "," 60,000 "," 104,000 "," 167,600 "
2016,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 40,000 "," 46,000 "," 4,000 "," 13,000 "," 29,500 "," 54,500 "," 91,000 "," 175,700 "
2017,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 40,000 "," 42,000 "," 4,500 "," 12,500 "," 31,000 "," 58,000 "," 91,500 "," 192,800 "
2018,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 36,500 "," 40,000 "," 3,000 "," 13,000 "," 26,000 "," 48,000 "," 89,500 "," 180,550 "
2019,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 44,500 "," 90,000 "," 4,500 "," 12,000 "," 26,000 "," 52,000 "," 92,000 "," 184,900 "
2020,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 39,500 "," 54,000 "," 3,000 "," 9,000 "," 22,500 "," 52,000 "," 89,000 "," 208,500 "
2021,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 44,000 "," 148,000 ", -   ," 9,000 "," 23,000 "," 53,000 "," 98,500 "," 203,450 "
2022,GVA per worker,6. Region,North West,Non-Exporter,ABS-TiG," 41,500 "," 64,500 "," 3,000 "," 11,500 "," 28,000 "," 58,500 "," 90,000 "," 195,850 "
2005,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 101,000 "," 737,000 "," 14,000 "," 27,500 "," 59,000 "," 90,500 "," 164,500 "," 6,700 "
2006,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 113,000 "," 727,500 "," 12,000 "," 32,500 "," 63,500 "," 116,000 "," 186,000 "," 6,700 "
2007,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 116,000 "," 657,500 "," 6,500 "," 26,000 "," 62,500 "," 135,000 "," 207,500 "," 6,250 "
2008,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 116,000 "," 616,500 "," 7,500 "," 26,500 "," 59,000 "," 106,000 "," 178,500 "," 7,250 "
2009,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 99,500 "," 475,000 "," 4,000 "," 27,500 "," 54,000 "," 105,000 "," 186,000 "," 6,700 "
2010,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 97,000 "," 492,500 "," 5,500 "," 23,500 "," 59,500 "," 97,500 "," 176,000 "," 7,050 "
2011,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 110,000 "," 1,227,500 "," 6,000 "," 27,000 "," 54,500 "," 108,000 "," 203,000 "," 7,850 "
2012,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 110,000 "," 1,922,000 "," 11,000 "," 27,000 "," 52,000 "," 110,000 "," 181,500 "," 7,950 "
2013,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 104,500 "," 1,836,000 "," 6,500 "," 26,500 "," 49,000 "," 94,500 "," 166,000 "," 8,800 "
2014,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 96,000 "," 928,000 "," 13,500 "," 32,000 "," 57,000 "," 95,500 "," 173,500 "," 9,050 "
2015,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 124,500 "," 2,459,500 "," 10,000 "," 27,000 "," 53,000 "," 101,000 "," 185,500 "," 9,100 "
2016,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 154,500 "," 3,631,500 "," 15,500 "," 35,000 "," 57,000 "," 94,000 "," 184,000 "," 8,050 "
2017,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 126,500 "," 3,518,000 "," 15,000 "," 31,000 "," 54,500 "," 91,000 "," 124,500 "," 8,500 "
2018,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 106,500 "," 647,500 "," 14,500 "," 28,500 "," 58,000 "," 122,000 "," 220,500 "," 9,050 "
2019,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 92,500 "," 1,282,000 "," 12,000 "," 27,000 "," 52,000 "," 105,000 "," 130,500 "," 10,500 "
2020,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 72,000 "," 619,000 ", 500 ," 11,000 "," 34,000 "," 81,000 "," 119,500 "," 11,800 "
2021,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 88,000 "," 2,794,000 "," 3,000 "," 20,000 "," 39,500 "," 77,500 "," 137,500 "," 11,900 "
2022,GVA per worker,6. Region,Scotland,Exporter,ABS-TiG," 82,500 "," 718,000 "," 6,000 "," 31,000 "," 57,000 "," 88,500 "," 160,000 "," 11,050 "
2005,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 52,000 "," 76,500 "," 5,000 "," 16,500 "," 35,000 "," 66,000 "," 109,000 "," 97,900 "
2006,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 53,500 "," 131,000 "," 5,500 "," 18,000 "," 37,000 "," 69,500 "," 113,000 "," 93,350 "
2007,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 53,000 "," 259,500 "," 4,000 "," 15,000 "," 34,000 "," 66,000 "," 117,500 "," 96,450 "
2008,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 53,500 "," 99,500 "," 3,500 "," 16,500 "," 35,500 "," 67,000 "," 117,000 "," 106,800 "
2009,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 80,500 "," 10,503,000 "," 3,000 "," 14,500 "," 32,000 "," 60,000 "," 110,500 "," 104,450 "
2010,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 50,500 "," 110,500 "," 3,000 "," 14,500 "," 32,500 "," 63,500 "," 112,000 "," 105,000 "
2011,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 46,500 "," 91,500 "," 4,000 "," 14,500 "," 33,000 "," 61,000 "," 107,000 "," 110,150 "
2012,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 50,000 "," 548,000 "," 4,000 "," 14,500 "," 32,000 "," 62,000 "," 109,000 "," 111,000 "
2013,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 52,500 "," 492,000 "," 5,500 "," 15,500 "," 35,500 "," 68,000 "," 117,500 "," 114,500 "
2014,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 55,000 "," 335,000 "," 4,000 "," 15,500 "," 34,500 "," 69,500 "," 119,500 "," 116,950 "
2015,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 50,500 "," 232,500 "," 4,500 "," 15,000 "," 34,000 "," 69,500 "," 113,500 "," 118,800 "
2016,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 46,000 "," 277,000 "," 5,000 "," 13,000 "," 27,000 "," 60,500 "," 101,000 "," 126,750 "
2017,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 54,500 "," 279,500 "," 5,000 "," 14,500 "," 33,500 "," 66,500 "," 103,500 "," 123,800 "
2018,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 48,000 "," 271,500 "," 4,500 "," 15,000 "," 31,500 "," 60,000 "," 107,500 "," 124,450 "
2019,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 41,500 "," 91,500 "," 4,500 "," 13,500 "," 27,000 "," 55,500 "," 94,000 "," 127,800 "
2020,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 36,000 "," 50,000 "," 1,000 "," 9,500 "," 22,000 "," 47,000 "," 88,500 "," 123,700 "
2021,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 55,000 "," 748,500 "," 1,000 "," 9,000 "," 23,500 "," 47,000 "," 82,000 "," 121,650 "
2022,GVA per worker,6. Region,Scotland,Non-Exporter,ABS-TiG," 44,500 "," 118,000 "," 2,000 "," 12,000 "," 27,000 "," 56,500 "," 107,000 "," 122,000 "
2005,GVA per worker,6. Region,South East,Exporter,ABS-TiG," 85,500 "," 146,500 "," 10,000 "," 26,500 "," 57,500 "," 110,500 "," 193,500 "," 26,000 "
2006,GVA per worker,6. Region,South East,Exporter,ABS-TiG," 82,500 "," 94,000 "," 9,500 "," 25,000 "," 57,000 "," 100,500 "," 185,000 "," 27,700 "
2007,GVA per worker,6. Region,South East,Exporter,ABS-TiG," 82,500 "," 273,500 "," 3,000 "," 27,500 "," 59,000 "," 109,500 "," 172,000 "," 25,100 "
2008,GVA per worker,6. Region,South East,Exporter,ABS-TiG," 82,500 "," 374,000 "," 10,000 "," 29,500 "," 56,000 "," 95,000 "," 173,000 "," 27,550 "
